"aou","stateroute","nObs","abundTrend","trendInt","trendPval","obsTrend","obsPval"
6190,11007,18,-0.0267155440008782,55.3994557818755,0.0744948733631792,NA,NA
6750,11007,19,-0.0535576771005346,108.324679026259,0.0103998035376647,NA,NA
4050,11007,15,-0.0211606707475849,43.318516840777,0.373549974150548,NA,NA
6810,11007,19,-0.00333502785733265,8.8711476041753,0.789220365489429,NA,NA
7040,11007,16,0.10640482928969,-211.867950971064,6.77152925985109e-05,NA,NA
4950,11009,21,-0.0445625997652279,91.0092996997076,0.00366474618358531,-0.250284625224428,0.520524363739814
4860,11009,20,-0.0616585089320418,126.032955077245,1.45120100734387e-09,-1.54076283325417,0.000255112361365163
7610,11009,21,0.0169929129817435,-30.5071666711258,0.0122684133582704,-0.130676332195912,0.554256438001613
7260,11009,11,-0.0559280421513467,113.414243091825,0.0995270768275132,-0.325679741416826,0.484209661365449
3930,11009,19,-0.0557305938528576,112.259244581633,0.0450908387625834,-1.35536281444619,0.191342270980023
4930,11009,13,0.0113997466299298,-20.8591521256979,0.549753513855517,0.738605689599044,0.0349310549176452
3370,11009,17,0.00690827242983846,-13.4692141847981,0.847999013122328,NA,NA
7350,11009,17,-0.0851631101226183,172.158339676104,5.28348602436551e-07,NA,NA
3940,11009,10,0.0293381047438145,-58.2366796148081,0.575941199903202,NA,NA
7610,11010,19,0.0029987630553551,-1.96046816788758,0.560856777173302,NA,NA
3370,11010,15,-0.0205295272699302,41.2801265306313,0.571675086152176,NA,NA
5290,11010,18,-0.0916571762010566,185.594261134096,1.81926924601508e-13,NA,NA
6810,11010,19,-0.0144070001086258,31.3348154762277,0.188987554597428,NA,NA
7350,11010,18,-0.0535447238303918,109.353594303132,4.14047648029825e-05,NA,NA
4860,11010,17,-0.0179606566566007,37.3917747468186,0.371565067882749,NA,NA
6240,11010,15,-0.00197181277265541,4.87308369334342,0.938665767210237,NA,NA
6190,11010,17,-0.0756963921480026,153.937989235368,5.01935565907296e-10,NA,NA
4930,11010,19,-0.0394220526759877,83.3650808032734,1.20296478584511e-22,NA,NA
3940,11010,13,0.00896278002827357,-17.2220697691436,0.788580626307607,NA,NA
4950,11010,15,-0.0556460752814772,112.93271031558,0.00416191984266965,NA,NA
4950,11011,16,-0.0322215180553711,66.8447817923607,0.0192253124995731,-0.365628694559213,0.288752433445614
6190,11011,17,0.0308013317190682,-58.7263245381584,0.00800616556667929,-1.11289432894862,0.0143826499178966
4930,11011,17,-0.0139190722477799,32.9394931321283,0.000126599641996211,0.297116143327737,1.67663321092031e-05
6240,11011,16,-0.0342537215724495,69.5402388899982,0.235502493831129,0.182230008158361,0.729608091552482
7350,11011,17,0.0468211391243735,-90.6942096405892,4.13640931161281e-05,0.504912912332182,0.0197834601547294
5290,11011,17,0.026220607238904,-50.3687756748091,0.128922002426125,0.361249326189705,0.286008014529315
7610,11011,17,-0.00885711539611585,22.3075651490605,0.0598749543670588,-0.0732717423415403,0.49168867741813
6810,11011,17,-0.0367114022817911,75.5360714103484,0.0201941510403898,0.342233471440045,0.228472764397929
7040,11019,12,0.0802088043686981,-159.867153401378,0.0505402138174103,0.251632707668745,0.828243077609016
7210,11019,10,-0.0457452926674861,92.2140449664836,0.263469647167166,-0.487765377626348,0.565188092152544
3160,11019,14,-0.0281541500014088,57.5741005912328,0.326842791539278,-1.54734208842913,0.13998740420276
7350,11019,13,-0.0318116901564449,65.6516553700497,0.140670954406154,0.486821385331819,0.160465707858261
3370,11019,13,-0.0025599732475331,5.89539273449372,0.945414228368073,-0.80104597190284,0.465168645903304
6240,11019,15,0.00299502286023425,-2.71657417468079,0.766767589507303,0.420040328944285,0.0341000010438186
6190,11019,15,0.0276255492852562,-53.0719942305134,0.103514603477612,0.39973624584766,0.290439571284642
4880,11019,15,-0.0153471924721464,33.7736716770109,0.177147581733605,0.025337880581798,0.913487846016521
7560,11019,12,-0.0853711139467891,171.70886605081,0.0313726605474757,-1.82034929669897,0.0909953128335833
4050,11019,13,-0.0313066260270211,63.474739841738,0.403338634428802,-0.481406867406047,0.549333250497931
4930,11019,15,-0.031147995124841,65.7780333673088,0.00101297075145943,0.821597447966104,7.33980542933749e-09
4950,11019,15,-0.0624396460826297,127.199716283088,0.000386381215030387,-0.379871221192841,0.246671482785056
4860,11019,15,0.0181415934440018,-34.1956156356187,0.312263346432468,0.291069259391217,0.462991378480234
6810,11019,14,-0.0426972908415406,87.1935858801404,0.058329198916899,-2.22597710547482,0.0301375117509814
5290,11019,13,0.046823408969833,-92.6955886162875,0.138489830066252,1.59644630799957,0.00351377873089148
7610,11019,15,0.00982804967271103,-15.6898962149411,0.165398231807394,-0.0837329998355521,0.626823937752787
7350,11020,14,-0.0206187454449487,43.4193783044045,0.211316382386688,-0.0817454978862461,0.77136265376922
4880,11020,14,-0.0091085381567524,21.8111134441652,0.252100843951503,0.36233535905538,0.00292497968962002
7610,11020,14,0.0531749834497145,-102.111246632614,1.29798816180005e-19,0.510168469599865,2.73088499157953e-08
4930,11020,13,-0.0437336418714644,90.9561913634488,1.7927922735999e-06,-0.355046584772623,0.0214258063929075
6810,11020,13,-0.0517377539302381,105.291584817958,0.00938137181983293,-0.203955856877993,0.539452888110192
4860,11020,14,-0.114137188405361,230.278605890269,6.99782604370542e-10,-0.24643108125435,0.347791381677975
6240,11020,13,-0.241445245103002,484.714550633177,7.23037374127876e-25,-0.32068681465813,0.115539505502757
6190,11020,10,-0.0368947799950819,75.6441669416638,0.0942266226868608,0.60470432375477,0.0188185738619603
3370,11020,11,0.0195609240618204,-38.2956602242106,0.590599287824181,-0.133040718870177,0.857920936412924
6190,11022,10,-0.0095074175917861,20.8807824420128,0.632021119959122,NA,NA
7560,11022,10,-0.00377971308723896,10.5889763839816,0.734741724136703,NA,NA
7610,11022,10,-0.00472470311700472,13.0492121591574,0.572902789964675,NA,NA
4880,11022,10,-0.00827852548322748,19.9120418030211,0.380516827942303,NA,NA
4930,11022,10,-0.0148493916692896,32.4911074689091,0.232368204922209,NA,NA
6190,11023,10,0.0889528878289643,-176.571868826545,0.00426773676457525,-0.812544636397124,0.188424157424401
7610,11023,12,-0.10843799075898,220.314621158411,2.27516233545382e-19,-0.508097830575154,0.00133126122819298
4860,11023,11,-0.00475102397706056,11.3056272619482,0.845322862558847,-0.309184524264121,0.411295995920641
7350,11029,17,-0.0471521917639306,96.12862009636,0.00923612697281391,NA,NA
6240,11029,17,-0.0433475791255764,89.5103526551863,8.69371959787413e-05,NA,NA
4950,11029,17,0.0331488453648292,-64.5341685284164,0.0823034066546624,NA,NA
3370,11029,12,0.00592423037227081,-11.4336151654527,0.893808519518844,NA,NA
4860,11029,17,0.0230197561581533,-43.9267881582027,0.149460958707114,NA,NA
6190,11029,17,-0.0315628207601781,66.2513705162389,0.000873685752325206,NA,NA
3940,11029,11,-0.0509205521739359,102.137101425556,0.411349505016894,NA,NA
3930,11029,15,0.014979764457199,-29.3690292852597,0.675051349166057,NA,NA
4880,11029,17,-0.0226779354089182,48.5080057857026,0.0156051034070529,NA,NA
6810,11029,17,0.019015060605812,-35.2179991546362,0.090798829466671,NA,NA
4930,11029,12,-0.00138483047841324,5.02528407475496,0.950074016336801,NA,NA
7610,11029,17,0.0210811431623403,-37.7071761178048,2.03771217461881e-05,NA,NA
6870,11029,17,0.00546012956520283,-8.83674249246761,0.734839584711991,NA,NA
4050,11029,16,0.00286215917344867,-4.58426867302018,0.920243421504263,NA,NA
6750,11029,15,-0.0586656990458908,119.30265036356,0.005711386232947,NA,NA
7040,11029,14,0.0414376335454946,-81.9567457511972,0.229059290231827,NA,NA
3940,11033,11,-0.0105518607454563,21.4172026465805,0.818805146656281,-0.239618130449665,0.830775594816367
6190,11033,12,-0.112500299863053,226.317813525832,1.86509856435287e-06,NA,NA
4050,11033,16,-0.0368437647305633,74.1431459276511,0.251334025617038,0.49543706714949,0.531874856810612
7350,11033,16,-0.0692160385451353,139.394897660097,0.00864017301007827,0.214838880549707,0.778999773502065
6240,11033,11,-0.0765824060965909,153.752136885309,0.0646127546117067,NA,NA
6810,11033,20,-0.014422469468191,29.7869962113934,0.542115612352119,0.257512299934024,0.678659239463258
7610,11033,20,0.00876128762168076,-13.4855624402472,0.0821065156590634,-0.291679326695751,0.0614327967789137
4860,11033,19,-0.057281396521136,117.262972493654,3.95252896499359e-08,0.91966614913441,6.70181091380683e-05
4950,11033,16,-0.0093867093908446,20.0664124547239,0.647916321877108,-0.534139526738806,0.469097109243443
3370,11033,13,0.0202957734306019,-40.4360449821821,0.653740280427426,-0.29757229303604,0.782665285176287
6750,11033,20,-0.0428732750344182,87.2639644539031,0.0157347482140142,-0.524154279265779,0.473500739468481
3930,11033,17,0.0114939022355281,-22.0707224945181,0.635829014662392,0.388755068933123,0.479632254511064
4880,11033,20,-0.023881822789961,51.3239416489282,0.000185445348981616,-0.754065979861238,0.00606435899481135
4930,11033,20,-0.0533984547937113,109.51546095794,4.2448948118343e-08,-0.958467825841524,0.0606447032910561
7610,11037,14,-0.00040849690812126,4.66754991561144,0.967756215882708,0.00163398688174164,0.992403978824174
4930,11037,11,0.0578196336894937,-113.968626691595,0.199242789008671,NA,NA
4880,11037,14,-0.0156740987507605,34.7232224691932,0.21086978385579,-1.09942989658225,0.00181840233257988
6750,11037,14,-0.0525690997628216,106.90437264706,0.0471783119458164,0.576113919077159,0.18714187406699
3930,11037,10,0.00584737395600252,-11.1415385511618,0.930557575502758,NA,NA
7560,11037,10,0.018683454989423,-36.3905946245441,0.729357482694371,-1.06973262924896,0.347426253365861
4860,11037,13,0.139110373661176,-275.723515347051,1.5759497439946e-07,-0.99555926626979,0.00824493197521543
7350,11037,11,-0.00163709627933734,4.8808310394751,0.967716720863666,0.193306469824319,0.704909655838606
4860,11045,19,-0.0158499006311728,33.1262415298774,0.423904628332123,0.913433415484945,0.0244004203555772
7350,11045,18,-0.0831289735424631,167.37321911143,0.000584177004144407,1.01918309649862,0.088493982808018
3160,11045,15,-0.0756292208983634,151.830707589579,0.0219313948389965,1.71783510766744,0.00663710837751255
7610,11045,20,0.00342903430770014,-3.21444080423233,0.585393444711442,0.385953890609174,0.00908127923962522
4950,11045,15,-0.0157949531131749,32.7541657574732,0.552613176002764,-0.32895777254494,0.672347157629379
4880,11045,20,-0.0132624868259622,30.3714946841424,0.0190638169750682,-0.293171446299137,0.124230119856687
4930,11045,15,-0.0457460442138612,93.8828140526871,0.00126704247833237,NA,NA
6810,11045,20,-0.00325915086922046,7.1839091140371,0.906731108826537,0.462337270894908,0.479564710731635
3930,11045,12,-0.028404076575387,57.1711321103596,0.468298300955966,-0.107342270407049,0.922450581233075
4880,11053,10,0.00283466203132841,-3.07108803058098,0.930744524399806,-0.0304520125829685,0.934155599435341
7350,11053,10,0.0620994657538093,-122.602020960143,0.176548915168925,0.544630459957913,0.280389227351458
7610,11053,10,-0.0264247415484183,56.7321127448686,0.154418377230478,-0.325535451124121,0.128363991033105
6810,11053,10,-0.0319041372579533,65.1272185014964,0.638180627992839,-0.25223583417958,0.738786662377553
6750,11053,10,0.00816227059210114,-14.8565149813525,0.885301818983847,-0.0735695711377478,0.910576954539284
4860,11053,10,-0.0773024427033858,157.635571799109,0.017575475728477,-1.02854729336063,0.0139954351099297
6870,11053,10,-0.00965285737753593,22.5402559720753,0.693971823249282,-0.84629880158254,0.0160274881569214
6570,11053,10,0.0169134781326731,-31.397485832169,0.6207222008761,-0.620797485816536,0.198462246535166
7610,11058,12,-0.0569393110222106,118.096655211893,2.03974826326872e-05,-0.490782844575867,0.00443750664228617
7350,11058,12,-0.120044206304958,242.719522319541,0.000560148783621113,-0.805243766874078,0.0592630969374065
6750,11058,12,0.0174419725612783,-32.6792230177608,0.565077123181836,-1.08866784356634,0.076430918106583
6570,11058,12,-0.0301928050314115,63.1177316265054,0.249951216632747,0.328728084644506,0.228979577188161
6870,11058,12,0.0127189584091511,-22.2268923424996,0.492852832473904,-0.36509217333722,0.182995922110589
4860,11058,12,0.0236532382627453,-44.6214270914856,0.313760382470977,-0.358811102748243,0.313886043425763
4880,11058,12,-0.0801176039371015,162.906493729801,0.00915369150342333,-0.353508186736771,0.318610803808381
4880,11069,11,0.0491077390457598,-96.9525493667088,0.117337787047252,0.443357204227203,0.100679219934961
7610,11069,11,-0.0340441439935867,71.966692229266,0.00196762769930776,-0.01262681015578,0.893940754124653
6750,11069,11,-0.0142588440798676,31.7501513550924,0.342846404468652,-0.260079045401286,0.0605731141906422
6870,11069,11,0.0542166424542572,-104.71650960966,5.39550353409402e-08,-0.181880020379375,0.0547832171977868
6810,11069,11,-0.0325621005973759,67.1277069056382,0.244007717032603,-0.00461168216570456,0.984720249927497
4860,11069,10,0.0576895323143736,-114.212956164625,0.103894696995598,0.0827674035218197,0.79451954164714
5070,11074,17,-0.0662658357489936,133.810348017708,0.033853614314496,1.21410022368125,0.00058210737921786
6190,11074,12,-0.00722903018715207,15.6596294607487,0.852153503845706,0.364494644866677,0.524138336231448
5950,11074,17,-0.0517695897359084,106.219558587318,0.000654519869249956,-0.218407931676466,0.439767641755083
7210,11074,17,-0.0756238762867842,153.35777708129,0.000292391217754303,0.075289564172334,0.812723080170023
6750,11074,17,0.0618689624821069,-122.562393094167,0.027140033408965,0.581976265965778,0.319006255461962
5110,11074,12,0.00473106526729524,-8.86835774914624,0.929779372442304,0.820907967279419,0.214427242766447
4120,11074,17,0.0388102062205429,-76.2293129628683,0.132692528347862,0.451199671539812,0.3867499392609
7610,11074,17,-0.0501842251183196,104.257150439398,1.38158064394416e-09,-0.112268109563167,0.450802750493136
4880,11074,17,0.0611633930214445,-119.653362586642,3.91915590387299e-06,-0.920148736998718,0.0767815948362818
6360,11074,16,-0.0709380840862343,143.026685913012,0.0381648564727823,-0.882999064501284,0.248979687703378
6240,11074,17,0.0127789337098783,-22.2934002165362,0.220759540021443,-0.622844243499698,0.0353561510368512
7350,11074,17,0.0320404662413685,-61.6069679424172,0.0343255019612417,-0.0844971655353231,0.818264224636966
4860,11074,15,0.0352301221814834,-69.2493768506084,0.243426110889342,0.0991255093986503,0.879930501641962
6870,11074,16,-0.0012715625799181,3.91556142111202,0.96328681398484,-0.281453348087229,0.657474735642383
6290,11074,13,-0.0521366734626535,104.647131156831,0.326970522415152,0.412008016367681,0.573933522356524
6810,11074,17,-0.0322553046391684,66.876533247792,0.0625379998063507,-0.161560524491881,0.634555985033197
4930,11074,15,-0.0337765272327723,69.5542145274543,0.135418232320704,0.435238104308976,0.207489743148945
4950,11074,17,-0.0253417690083996,53.2092366617659,0.109728727596735,0.413293194341035,0.109441198153379
6740,11074,12,1.06571811744856e-11,0.650587544858889,0.99999999980945,NA,NA
6870,11075,12,-0.0126203670460713,28.8574764888097,0.260103994735925,-0.509118123713344,0.0236356798923965
7610,11075,12,0.0294416556303837,-56.0808308689625,0.0589674576023844,-0.310631340341598,0.261833067427438
6750,11075,12,0.0661773777086111,-130.25764151086,0.00155448979954096,0.211056534710369,0.455589556015889
6570,11075,12,0.0244814532265024,-46.3616792644866,0.159167852101436,0.220804524515681,0.36411956541314
7610,11081,17,0.0339713413481162,-63.9091281178535,2.69236892977787e-07,0.121766911744575,0.169602118627338
7350,11081,17,-0.0538410925476916,110.308314488251,0.000298708083089698,-0.216559069616611,0.260123732550431
3930,11081,15,0.0275533372355206,-53.9665040876397,0.353503504580597,0.302078763544875,0.405399252620402
6570,11081,17,-0.0371579646402494,77.7388167074678,0.000126933821732906,-0.0479000505362768,0.698135217085507
6750,11081,17,0.00576376932593108,-9.11411577065286,0.696465591120305,0.392874334828382,0.0291216471998072
4880,11081,17,0.0239925634106813,-44.7184773503711,0.0157702619573235,-0.0814800202258712,0.560663581008023
6190,11081,10,0.00491703797291008,-8.40834168381813,0.875941305463214,-0.165961373013971,0.7137553530119
6240,11081,17,-0.0501348266629601,103.025459717102,0.000203431456748271,0.11357970291735,0.48151332571607
6870,11081,17,0.0139455404345088,-23.6406404806877,0.0207148287296847,0.115091745705788,0.146979248513537
6810,11081,10,-0.0117675744611184,24.2321698083366,0.836066760020749,0.199525498082752,0.767092367757517
4860,11081,17,-0.0135426695188655,29.2269021642756,0.437029307665467,0.281617735162833,0.185196075693534
7610,11198,16,-0.0250903812238805,53.8962845976971,2.14957092962076e-05,NA,NA
4860,11198,16,-0.0284459067633742,60.1619812037527,0.000115708528504111,NA,NA
4930,11198,14,0.0775196537043175,-152.30984986279,5.46794233527952e-12,NA,NA
7350,11204,15,-0.0379715819282799,77.8877256555768,0.0247189201366646,-0.231410840680685,0.455986290814048
4930,11204,15,-0.0362062828287834,74.9312573141417,0.00440992550915834,-0.290113602238603,0.225736011881697
4880,11204,15,-0.000645235975683407,3.75018978393189,0.961681247929547,-2.05522687538925,0.000434475753626937
4860,11204,15,-0.0418500093308375,86.3084724599906,0.000580876148358233,-0.255141394944608,0.254653965028789
4950,11204,10,0.0301059916518324,-59.0656335730964,0.291221409002329,NA,NA
7040,11204,14,0.057630882495857,-114.279308679627,0.0336019949290282,-0.252278439903328,0.636644629126627
6810,11204,15,-0.00950157683647489,20.8790948058747,0.590974687989814,-0.792946072878895,0.062210057851565
3940,11204,10,0.0277440202488398,-55.2594114026632,0.592419222565221,-0.198610339342433,0.797996702249277
7560,11204,15,-0.0419109033695781,85.3373957365955,0.054688277691826,-1.6047907801304,0.02607491785736
6240,11204,10,0.000489995865459136,0.198046337728729,0.9875145033968,-1.17730670629563,0.11106162432919
7610,11204,15,0.0108679558951065,-18.1446512156776,0.138173810707279,-0.338065576776589,0.023005182698406
3370,11207,12,0.0143283997978055,-27.9882994444221,0.635620599478648,NA,NA
3930,11207,14,-0.0235126676791179,47.8816925135139,0.428301401248468,NA,NA
7350,11207,15,0.0765537089234114,-150.123394964748,2.6066403098759e-17,NA,NA
4050,11207,10,-0.00175693243411492,3.8467604178416,0.966625593398035,NA,NA
3160,11207,15,0.0287304325428401,-54.8107476970342,0.0075972507582053,NA,NA
6190,11207,14,0.0622206441699472,-120.684758210179,9.36019768453651e-23,NA,NA
4930,11207,15,0.0884716874421247,-173.521756567667,5.31837647296308e-34,NA,NA
7610,11207,15,0.0133865242182802,-21.8258892595537,9.72060058562571e-05,NA,NA
4860,11207,15,-0.0367113625207095,75.5404100020321,0.0118865088293683,NA,NA
7560,11207,15,-0.00598630620447308,15.7274231503261,0.342072657929922,NA,NA
6810,11207,15,-0.00199575233279718,5.06463830507544,0.933797505421125,NA,NA
5290,11207,12,-0.0977967298593856,197.741377687278,2.65925362051785e-08,NA,NA
6240,11207,15,-0.0371233167444696,76.4550842661812,0.00779119131057714,NA,NA
4950,11207,14,-0.0549127635138774,112.130712949957,0.000113070091147871,NA,NA
7040,11207,15,0.113149907370677,-224.368941409345,2.25967864218911e-13,NA,NA
3940,11207,10,0.0149828536245607,-29.7618969068847,0.755738151392606,NA,NA
6750,11207,15,-0.0394128448057127,80.7752413096149,0.0132221208443323,NA,NA
4880,11207,15,-0.00888706045721366,22.0572748451125,0.0667128304355826,NA,NA
7610,11208,21,0.00315112322692713,-2.68893988130523,0.594377555613137,NA,NA
4950,11208,21,-0.0783263301329655,158.597966736175,1.26769316764713e-08,NA,NA
7560,11208,21,-0.0444276906025689,91.2597285156484,4.36271615795442e-05,NA,NA
7210,11208,21,0.00132393589444253,-1.05769737295268,0.93515537095339,NA,NA
6240,11208,19,-0.0401027332833545,81.363631670954,0.0566374593955263,NA,NA
4860,11208,20,0.0506017327511676,-99.5723558552102,0.00253665333608575,NA,NA
7270,11208,20,-0.0358849707384767,72.6954051090224,0.125623575713441,NA,NA
6190,11208,16,0.0177744344142065,-34.5283805840747,0.472945501495027,NA,NA
4930,11208,20,0.0246809159269666,-47.6687804091185,0.11091411377465,NA,NA
4880,11208,21,-0.0455013601553724,94.0517528397684,7.58528216559847e-09,NA,NA
3160,11208,20,0.0166718460996935,-31.5809072598538,0.264940368972423,NA,NA
5290,11208,21,0.0343867713752778,-67.7453052342881,0.111360697964091,NA,NA
3930,11208,17,-0.0192446519137374,39.1067044614681,0.501692130277669,NA,NA
7350,11208,17,0.0198276680518264,-38.9494962537655,0.487387361368719,NA,NA
7040,11208,17,0.0128101827105659,-24.5642873392454,0.626695092226658,NA,NA
4950,11220,18,0.0200798315253329,-37.3062567307658,0.0260334285820947,-0.390392803703885,0.0664574790022159
7040,11220,11,0.102208316681279,-203.835271424561,0.0137348431082148,-0.0367138322485109,0.948294487436591
4860,11220,16,0.0258849361966062,-50.0806202693009,0.143871619712596,0.533142629331366,0.0372709025619281
7350,11220,18,0.0549562701810401,-107.596776553605,2.8183591903107e-06,0.706792640947118,2.92602499795947e-05
4930,11220,18,-0.00402045156620525,12.4897966153532,0.317060250670813,0.282442050965409,8.64567730242725e-05
7210,11220,17,0.0221123842260084,-42.3857769457559,0.138190745169048,0.276763575991892,0.293389704785151
5290,11220,17,0.0749995832401536,-147.928779617936,5.52205038267401e-08,-0.917724965894059,0.0180995865821724
7610,11220,18,0.0137255411585592,-23.0416414456744,0.00084701122093124,0.150697048196083,0.0500888642012585
3370,11220,16,-0.00209033858372462,4.83795107999391,0.93993867953717,-0.249738128543183,0.681737629037902
4880,11220,18,0.00691370036783472,-10.9140591482871,0.4204667946522,0.743091277162419,5.58373634819573e-09
6190,11220,18,0.0200280448015642,-37.7375612644654,0.0887273198445689,-0.20029418654115,0.431857475488753
3160,11220,18,0.0551320895830547,-107.629845884732,5.04249488341137e-08,0.187290335117802,0.295498054698138
6240,11220,16,-0.00141934127777487,4.02212243322433,0.946277794484906,-0.493131379670189,0.494792173080943
6810,11220,13,0.0133924008610886,-25.8954263652683,0.651486256348361,-0.249797779793356,0.732948577687255
6190,11222,11,0.0768495211366532,-152.157371111937,0.0196743067152359,1.56122484404917,0.000205124414364018
7350,11222,17,-0.123463117381784,248.474784673921,8.34384924391453e-06,-0.110206639032429,0.76961001567265
4950,11222,12,-0.0504540248577637,101.789002434196,0.234066741461136,-0.540983712113118,0.49299964554272
7610,11222,18,-0.0280183605219612,59.2711652356854,0.00559968636830319,-0.0983682052415036,0.64373377806541
4930,11222,15,-0.079852603079257,162.505421772533,1.26854873958536e-08,-1.56742436634555,0.000217771551602335
4860,11222,11,-0.0154039758488798,31.7445233753006,0.75350723698584,-0.351252327923316,0.698806078059091
4880,11222,18,0.0137619834637183,-23.8401904946161,0.0754876353196698,0.324580456853747,0.0467941384924631
6810,11222,12,-0.0872860945330371,175.518418440986,0.0234358104778825,NA,NA
7560,11222,16,0.0110114072380115,-19.3107909285947,0.424434728975502,NA,NA
4050,11223,10,-0.0751274964170509,150.968939201158,0.0464666033618515,NA,NA
7610,11223,21,-0.00897868195123866,22.149860770892,0.0426970262851926,NA,NA
4950,11223,19,0.0522249940768148,-102.854008126218,0.00320415797056629,NA,NA
7350,11223,20,0.0125451583654675,-23.2017536660392,0.380200840954513,NA,NA
6810,11223,21,-0.0322908015882296,66.5932113498132,0.0144776707476994,NA,NA
7560,11223,21,-0.0118156531763064,26.5031195736222,0.1682553433676,NA,NA
4880,11223,13,-0.0383794729459225,79.9900314018709,0.00240990654057817,NA,NA
4930,11223,21,-0.0289633469110481,61.5197022732012,1.31405356092388e-06,NA,NA
4860,11223,21,-0.0367669357564552,75.8353262089966,0.00129770623278065,NA,NA
6190,11223,21,0.0249064692216199,-47.2128159538999,0.0113026032067649,NA,NA
6240,11223,21,0.00264476436911773,-3.22823393636161,0.837026435155112,NA,NA
5290,11223,13,-0.0416910232113428,84.4393690867055,0.0809139294945642,NA,NA
7260,11223,14,-0.0361900533710156,73.5302091919045,0.15239524225449,NA,NA
7350,11229,11,-0.0588621988973494,119.033729826647,0.233636783605269,0.129254243895893,0.799877616876389
6810,11229,11,-0.0299717053072339,60.9284723188172,0.601016136059313,-1.16489193619291,0.274931265498842
6570,11229,10,-0.0436778004883231,88.1958973329134,0.486031540545478,-1.10236315919691,0.308065487571858
7610,11229,11,-0.0123211751474281,28.2292937769277,0.425947591517617,-0.616348095232652,0.010703523572902
6240,11232,12,-0.107427088989548,217.745680334681,2.6176143425694e-17,-1.61263508345419,0.00146529812316219
6870,11232,12,-0.026299179964357,54.6587571215125,0.133175580367804,-0.988084084094844,0.0931055513883236
7350,11232,10,-0.00439643606973262,9.91375700411079,0.874804516387765,NA,NA
4860,11232,12,0.0325748486462921,-63.1636801843102,0.0560289480677371,-0.344004347193702,0.456429321616073
7610,11232,12,0.0293768788920576,-55.4061041657292,0.000687316966837115,-0.182782523564887,0.39864239854527
6750,11232,10,0.0273770839900041,-53.7389558002134,0.394437162322769,-0.29468791524481,0.689796307216622
4880,11232,10,-0.0200629973068003,41.3261932336423,0.514118122322734,NA,NA
7610,11234,11,0.0624251982610545,-121.134831565335,2.07697840503187e-06,0.723695419576665,0.000213112537670233
7350,11234,11,0.0296620206969045,-57.8936657293048,0.504404595306946,0.797375980660082,0.185979545076465
